occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF100_s1_r1:ASV_9:f5c6ec8e337e84a425219e81c94ef98da876bcc8,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_BelgiumCoast_AJJBC89_20210225_20210819,SAMEA115159711,2021-02-25/2021-08-19,3259,DNA sequence reads,3621,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541385,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.64971,2.789374,BE,BelgiumCoast_AJJBC89,20.815624,20.815624,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis,,Rhodotorula taiwanensis,species,ASV_9:f5c6ec8e337e84a425219e81c94ef98da876bcc8,NCBI:741276,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_992:b4d68c9a1366f69f90ca9ed08a91df3e675dcf89,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,7,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Balanus;Balanus rostratus,urn:lsid:marinespecies.org:taxname:254482,Balanus rostratus,Species,ASV_992:b4d68c9a1366f69f90ca9ed08a91df3e675dcf89,NCBI:399131,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1009:1146ae50b058c7513ade2aad0c19f320f16a206b,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia fucoides,urn:lsid:marinespecies.org:taxname:637672,Vertebrata fucoides,Species,ASV_1009:1146ae50b058c7513ade2aad0c19f320f16a206b,NCBI:173541,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1015:33cc89f3df76b70908966cdd69b56bb79e17875f,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,9,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Coleoptera;Coccinellidae;Chilocorus;Chilocorus cacti,,Eukaryota,domain,ASV_1015:33cc89f3df76b70908966cdd69b56bb79e17875f,NCBI:1605531,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1016:3a8b7a6b3adee5ca1f6df3ea05ecd9a1086ba729,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,4,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Chordata;Actinopteri;Siluriformes;Auchenipteridae;Tetranematichthys;Tetranematichthys quadrifilis,,Eukaryota,domain,ASV_1016:3a8b7a6b3adee5ca1f6df3ea05ecd9a1086ba729,NCBI:909890,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1028:752cdcfeaf4ef521ae1c5a76f0df0d2200eb6ccd,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,9,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Eusyllis;Eusyllis blomstrandi,urn:lsid:marinespecies.org:taxname:131290,Eusyllis blomstrandi,Species,ASV_1028:752cdcfeaf4ef521ae1c5a76f0df0d2200eb6ccd,NCBI:199554,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1031:8647e046ee626d49217b44a0d75e826ba5666edf,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,40,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Idiogramma;Idiogramma longicauda,,Eukaryota,domain,ASV_1031:8647e046ee626d49217b44a0d75e826ba5666edf,NCBI:2651431,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1073:35d64a844d1b421687aec986e1384b8427d28850,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,18,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Bivalvia;Veneroida;Tellinidae;Moerella;Moerella pygmaea,urn:lsid:marinespecies.org:taxname:879714,Asbjornsenia pygmaea,Species,ASV_1073:35d64a844d1b421687aec986e1384b8427d28850,NCBI:2793152,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1096:786bdd49953a8572257a63adeb0341c6c107b49a,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,7,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Chlorophyta;Ulvophyceae;Oltmannsiellopsidales;Oltmannsiellopsidaceae;Oltmannsiellopsis;Oltmannsiellopsis viridis,,Eukaryota,domain,ASV_1096:786bdd49953a8572257a63adeb0341c6c107b49a,NCBI:51324,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1160:552b53da98c3aca6aa26a5e0586a25ce92358e59,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Hymenoptera;Megachilidae;Chelostoma;Chelostoma bytinskii,,Eukaryota,domain,ASV_1160:552b53da98c3aca6aa26a5e0586a25ce92358e59,NCBI:549752,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1172:7569c7744fea297054a0d76caa9010e6d3a6adb9,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pennariidae;Pennaria;Pennaria disticha,,Eukaryota,domain,ASV_1172:7569c7744fea297054a0d76caa9010e6d3a6adb9,NCBI:264068,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1190:b1a9b5aaae27844959198570894a42541c42d28b,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Pandeidae;Leuckartiara;Leuckartiara octona,urn:lsid:marinespecies.org:taxname:117791,Leuckartiara octona,Species,ASV_1190:b1a9b5aaae27844959198570894a42541c42d28b,NCBI:13108,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1220:0376ced514e204bb7f280f5509b0b24b5c7e449b,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Nematoda;Chromadorea;Chromadorida;Chromadoridae;Neochromadora;Neochromadora poecilosomoides,,Eukaryota,domain,ASV_1220:0376ced514e204bb7f280f5509b0b24b5c7e449b,NCBI:862448,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1237:41b1fc8e67e18e98132fbd1d06004fd7a3079aeb,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,17,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Oxydromus;Oxydromus microantennatus,,Eukaryota,domain,ASV_1237:41b1fc8e67e18e98132fbd1d06004fd7a3079aeb,NCBI:1622185,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1243:5d32927c6d2d8e9c8d6262c9eb0ad047341b7216,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,17,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Nemertea;Palaeonemertea;Cephalothricidae;Cephalothricidae;Cephalothrix;Cephalothrix rufifrons,urn:lsid:marinespecies.org:taxname:122599,Cephalothrix rufifrons,Species,ASV_1243:5d32927c6d2d8e9c8d6262c9eb0ad047341b7216,NCBI:166042,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1247:72322e7c160689c5a3b1b77a717f25dafd16ceed,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,6,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia hudsonica,urn:lsid:marinespecies.org:taxname:157664,Acartia hudsonica,Species,ASV_1247:72322e7c160689c5a3b1b77a717f25dafd16ceed,NCBI:198241,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1267:a91f82398e087996a76e6213aedaefe18d4a97d4,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,4,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Placozoa;Polyplacotoma;Polyplacotoma;Polyplacotoma;Polyplacotoma;Polyplacotoma mediterranea,,Eukaryota,domain,ASV_1267:a91f82398e087996a76e6213aedaefe18d4a97d4,NCBI:2283839,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1348:3bc6cbeb4c922604fc62f70daab0a25e4e61a356,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa beccarii,,Eukaryota,domain,ASV_1348:3bc6cbeb4c922604fc62f70daab0a25e4e61a356,NCBI:131038,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1356:4ebf1add511ee02c26b46b089aca84fe3688fc6d,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,4,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Catenicellidae;Costaticella;Costaticella bicuspis,,Eukaryota,domain,ASV_1356:4ebf1add511ee02c26b46b089aca84fe3688fc6d,NCBI:2138266,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1377:76135990062d80df86087de6ad7ed34f2073caaf,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,2,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Saprolegniales;Oomycota 2;Saprolegniales;Saprolegniaceae;Achlya;Achlya hypogyna,,Eukaryota,domain,ASV_1377:76135990062d80df86087de6ad7ed34f2073caaf,NCBI:1202772,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1385:83e4d70828491d39e76c4f3bd065c84a836bfe73,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,5,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Proameira;Proameira psammophila,,Eukaryota,domain,ASV_1385:83e4d70828491d39e76c4f3bd065c84a836bfe73,NCBI:2593145,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1:ASV_1404:b328a7a54eee159523951ab474aae2794e0d7048,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Koster_VH2_20200716_20210608,SAMEA115159745,2020-07-16/2021-06-08,3,DNA sequence reads,3274,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541419,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.87633,11.111884,SE,Koster_VH2,22.0,22.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Gastropoda;Nudibranchia;Tethydidae;Tethys;Tethys fimbria,,Eukaryota,domain,ASV_1404:b328a7a54eee159523951ab474aae2794e0d7048,NCBI:252556,ARMS_Koster_VH2_20200716_20210608_MF100_s1_r1
