occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu366,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,6,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu366,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1795,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,8,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu1795,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1644,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:160573,Trebouxiophyceae,Class,Otu1644,NCBI:75966,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1645,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146203,Dinoflagellata,Infraphylum,Otu1645,NCBI:2864,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1646,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Amphora;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:149200,Amphora,Genus,Otu1646,NCBI:59796,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1647,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Folliculinidae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1692,Folliculinidae,Family,Otu1647,NCBI:219170,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1640,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,14,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu1640,NCBI:6657,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1641,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,13,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:22154,Oomycota,Phylum,Otu1641,NCBI:4762,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1642,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,5,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;NA;NA;NA,urn:lsid:marinespecies.org:taxname:172237,Chytridiomycetes,Class,Otu1642,NCBI:451435,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1643,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Araphid-pennate;Tabularia;NA;NA;NA;NA,,Tabularia,genus,Otu1643,NCBI:232513,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1648,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,3,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:591251,Cryomonadida,Order,Otu1648,NCBI:589444,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu52,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,20,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu52,NCBI:6546,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu57,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,121,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu57,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu517,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,5,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1337,Hydrozoa,Class,Otu517,NCBI:6074,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu514,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,9,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Hacrobia;Centroheliozoa;Pterocystida;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1748107,Pterocystida,Order,Otu514,NCBI:2607628,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu519,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,7,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu519,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu351,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,8,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu351,NCBI:6546,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1671,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,10,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Radial-centric-basal-Coscinodiscophyceae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148900,Coscinodiscophyceae,Class,Otu1671,NCBI:33836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1670,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:172237,Chytridiomycetes,Class,Otu1670,NCBI:451435,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1242,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,3,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu1242,NCBI:6546,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu84,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,102,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:22154,Oomycota,Phylum,Otu84,NCBI:4762,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu1067,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,9,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu1067,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1:Otu344,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Helsingborg1_20200305_20200604,SAMEA7685747,2020-03-05/2020-06-04,2,DNA sequence reads,3463,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914070,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,The Sound (http://marineregions.org/mrgid/24056),56.026272,12.695728,SE,SWC_Helsingborg1,2.0,2.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu344,NCBI:2836,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1
