occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,2018-08-13/2019-10-29,5,DNA sequence reads,2131,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018722,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:293496,Teleostei,Class,Otu317
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu71,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,43,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu71
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu35,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu35
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu409,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,41,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu409
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu111,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,25,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu111
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu314,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,6,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:345483,Mediophyceae,Class,Otu314
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu63,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,27,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu63
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1201,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,3,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:345483,Mediophyceae,Class,Otu1201
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu167,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,32,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu167
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu190,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Anthozoa;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1292,Anthozoa,Subphylum,Otu190
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu47,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,3,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:882,Annelida,Phylum,Otu47
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu185,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,no match,no match,no match,Otu185
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1257,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:160573,Trebouxiophyceae,Class,Otu1257
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1256,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu1256
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1259,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146142,Bryozoa,Phylum,Otu1259
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1258,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:380603,Acoelomorpha,Subphylum,Otu1258
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu647,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,8,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu647
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu644,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,3,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu644
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu82,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,60,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu82
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu432,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Harmothoe;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:129491,Harmothoe,Genus,Otu432
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu406,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146142,Bryozoa,Phylum,Otu406
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu407,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,4,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Rhizaria;Foraminifera;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1410,Foraminifera,Phylum,Otu407
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1262,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:591252,Ebriida,Order,Otu1262
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1263,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,no match,no match,no match,Otu1263
ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1:Otu1260,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Koster_VH1_20180418_20190527,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,2018-04-18/2019-05-27,2,DNA sequence reads,389,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4018457,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Kosterfjorden-Väderöfjorden (http://marineregions.org/mrgid/28676),58.875155,11.103194,SE,Koster_VH1,24.0,24.0,Marine Protected Area; protected; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Cylindrostoma;NA;NA;NA,urn:lsid:marinespecies.org:taxname:142251,Cylindrostoma,Genus,Otu1260
