occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF500_s1_r1:Otu17,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_BelgiumCoast_AJJBC89_20210225_20210819,SAMEA115159712,2021-02-25/2021-08-19,25,DNA sequence reads,7029,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541288,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.64971,2.789374,BE,BelgiumCoast_AJJBC89,20.815624,20.815624,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;NA;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1486561,Opisthokonta,Subkingdom,Otu17,NCBI:33154,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu2809,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,4,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146203,Dinoflagellata,Infraphylum,Otu2809,NCBI:2864,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu41,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,325,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;NA;NA;NA,urn:lsid:marinespecies.org:taxname:109470,Alexandrium,Genus,Otu41,NCBI:2924,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu2759,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146142,Bryozoa,Phylum,Otu2759,NCBI:10205,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu2758,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,2,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae;Cercomonas;NA;NA;NA,urn:lsid:marinespecies.org:taxname:577493,Cercomonas,Genus,Otu2758,NCBI:45109,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu390,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,12,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;NA;NA;NA,urn:lsid:marinespecies.org:taxname:590572,Oblongichytrium,Genus,Otu390,NCBI:420539,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu392,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,5,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562693,Lecudinidae,Family,Otu392,NCBI:158377,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu394,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:148898,Bacillariophyta,Phylum,Otu394,NCBI:2836,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu240,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:465333,Porosporidae,Family,Otu240,NCBI:947094,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu249,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1337,Hydrozoa,Class,Otu249,NCBI:6074,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu718,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,11,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:465333,Porosporidae,Family,Otu718,NCBI:947094,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu1660,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,2,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Lemnicola;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:447726,Lemnicola,Genus,Otu1660,NCBI:1003070,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu868,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;boccardiellae;NA;NA;NA;Selenidium1 boccardiellae,urn:lsid:marinespecies.org:taxname:22565,Apicomplexa,Subphylum,Otu868,NCBI:5794,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu2106,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,3,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;NA;NA;NA;NA,,Oblongichytrida,order,Otu2106,NCBI:2699530,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu865,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,4,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394872,Cephaloidophoridae,Family,Otu865,NCBI:947083,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu1262,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,2,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:590699,Thecofilosea,Class,Otu1262,NCBI:1004930,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu1263,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,2,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562854,Ascetosporea,Class,Otu1263,NCBI:1871466,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu1267,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,4,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:591232,Phagomyxida,Order,Otu1267,NCBI:2779610,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu1264,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,8,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146203,Dinoflagellata,Infraphylum,Otu1264,NCBI:2864,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu957,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,8,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Stramenopiles;Ochrophyta;NA;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:345465,Ochrophyta,Phylum,Otu957,NCBI:2696291,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu954,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,7,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394869,Eugregarinorida,Order,Otu954,NCBI:35087,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu674,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,9,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;EUG1;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:394869,Eugregarinorida,Order,Otu674,NCBI:35087,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1:Otu524,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_Galway_Gurr2_20200721_20210707,SAMEA115159731,2020-07-21/2021-07-07,8,DNA sequence reads,9873,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12541307,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,Kilkieran Bay and Islands (http://marineregions.org/mrgid/28614),53.315675,-9.668541,IE,Galway_Gurr2,6.2,6.2,Special Area of Conservation; protected; 9.4 - Subtidal Sandy,,Was a crate cover used when retrieving the unit: yes; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:146213,Syndiniales,Order,Otu524,NCBI:88547,ARMS_Galway_Gurr2_20200721_20210707_MF500_s1_r1
