occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:ASV_2388:1748d000d61c03277a75af075cda47f2a7ad3129,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AZBE1_20190924_20200303,ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1,2019-09-24/2020-03-03,2,DNA sequence reads,42,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125498,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.364298,3.20701,BE,BelgiumCoast_AZBE1,7.0,7.0,Marina; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Anthozoa;Corallimorphariag;Corallimorphidae;Corallimorphus;Corallimorphus,no match,no match,no match,ASV_2388:1748d000d61c03277a75af075cda47f2a7ad3129
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_1554:0d8145c0ebb15706cc3540c5f31c9ae7df75f217,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Platyhelminthes;Rhabditophora;Polycladidag;Stylochidae;Mirostylochus;Mirostylochus,no match,no match,no match,ASV_1554:0d8145c0ebb15706cc3540c5f31c9ae7df75f217
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_3452:25131389369d1a788107fd4466cc61bf5bf08702,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,4,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Insecta;Coleopterag;Trogidae;Phoberus;Phoberus,no match,no match,no match,ASV_3452:25131389369d1a788107fd4466cc61bf5bf08702
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_693:03be7173d85aeea2f348e5b84fb1624c3e5bf575,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,11,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Arthropoda;Hexanauplia;Harpacticoidag;Miraciidae;Amonardia;Amonardia,no match,no match,no match,ASV_693:03be7173d85aeea2f348e5b84fb1624c3e5bf575
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_624:02fa24161a56e8538783ba2dcd6f49911b15b0c1,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Psittaciformesg;Psittacidae;Psittacara;Psittacara,no match,no match,no match,ASV_624:02fa24161a56e8538783ba2dcd6f49911b15b0c1
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_1621:0e327cf8e7875aa0062719cb2c8c20d404eeb029,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Hydrozoa;Siphonophoraeg;Rhodaliidae;Dendrogramma;Dendrogramma,no match,no match,no match,ASV_1621:0e327cf8e7875aa0062719cb2c8c20d404eeb029
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_2027:12f0c66fb0635d4b6dce09721873add1cc245783,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,8,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Testudines;Testudinesg;Chelidae;Mesoclemmys;Mesoclemmys,no match,no match,no match,ASV_2027:12f0c66fb0635d4b6dce09721873add1cc245783
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_1521:0d13e51a9340aa4d3a05b9e64381e2066306e8a4,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,25,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Actinopteri;Atheriniformesg;Atherinopsidae;Chirostoma;Chirostoma,no match,no match,no match,ASV_1521:0d13e51a9340aa4d3a05b9e64381e2066306e8a4
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_3450:250aa748a48d09c94939daac184f0788c1662c74,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Mollusca;Cephalopoda;Teuthidag;Pyroteuthidae;Pyroteuthis;Pyroteuthis,no match,no match,no match,ASV_3450:250aa748a48d09c94939daac184f0788c1662c74
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_250:9b3768fcdde6f1616a0c55d5c1241761e6bbbb8d,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Mammalia;Primatesg;Cercopithecidae;Cercopithecus;Cercopithecus,no match,no match,no match,ASV_250:9b3768fcdde6f1616a0c55d5c1241761e6bbbb8d
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_1678:0ed55472a2a581eeb7010ee484e9a26a648f4ecc,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Ophiolepididae;Ophiolipus;Ophiolipus,no match,no match,no match,ASV_1678:0ed55472a2a581eeb7010ee484e9a26a648f4ecc
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_544:0211144d2fa3dbc94bc03a4f06675e7fce094a33,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Passeriformesg;Fringillidae;Vestiaria;Vestiaria,no match,no match,no match,ASV_544:0211144d2fa3dbc94bc03a4f06675e7fce094a33
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_2403:1773ef568fdf382f1ddfb8f97950e8d37d3a72e5,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Annelida;Polychaeta;Phyllodocidag;Nephtyidae;Aglaophamus;Aglaophamus,no match,no match,no match,ASV_2403:1773ef568fdf382f1ddfb8f97950e8d37d3a72e5
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_277:bdd80a154b0b40d9ebff0670a50f4caa44626d9e,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Hydrozoa;Anthoathecatag;Pandeidae;Amphinema;Amphinema,no match,no match,no match,ASV_277:bdd80a154b0b40d9ebff0670a50f4caa44626d9e
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_366:00452ac3213a65aa4b9e1d2b02e5e3e67675f0a1,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,4,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Amphibia;Anurag;Mantellidae;Boophis;Boophis,no match,no match,no match,ASV_366:00452ac3213a65aa4b9e1d2b02e5e3e67675f0a1
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_1338:0ab7855f21d4ca6094df3fa45d0b909486c7f634,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,4,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Echinodermata;Ophiuroidea;Ophiuridag;Amphiuridae;Ophiocentrus;Ophiocentrus,no match,no match,no match,ASV_1338:0ab7855f21d4ca6094df3fa45d0b909486c7f634
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_73:049fdae06b486455a4dea697a3aa61de536c07d8,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,9,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Actinopteri;Gobiiformesg;Gobiidae;Gobiusculus;Gobiusculus,no match,no match,no match,ASV_73:049fdae06b486455a4dea697a3aa61de536c07d8
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_79:05a4234f6401e501a6ba72c707415814ee494270,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,49,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Passeriformesg;Turdidae;Myadestes;Myadestes,no match,no match,no match,ASV_79:05a4234f6401e501a6ba72c707415814ee494270
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_226:7b1fdd97d92e14449295313e55b42e69fe321092,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Actinopteri;Cichliformesg;Cichlidae;Amphilophus;Amphilophus,no match,no match,no match,ASV_226:7b1fdd97d92e14449295313e55b42e69fe321092
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_152:342503619d4ed67301ce0c36fec7781324a0f999,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Actinopteri;Kurtiformesg;Apogonidae;Apogon;Apogon,no match,no match,no match,ASV_152:342503619d4ed67301ce0c36fec7781324a0f999
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_89:0b112f59d70bb426c124f44ccba7792dc145ebe4,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,7,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Mollusca;Bivalvia;Pectinoidag;Pectinidae;Crassadoma;Crassadoma,no match,no match,no match,ASV_89:0b112f59d70bb426c124f44ccba7792dc145ebe4
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_220:76b645e7e87edf127b3468496d495533a341edcc,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatidag;Calloporidae;Tegella;Tegella,no match,no match,no match,ASV_220:76b645e7e87edf127b3468496d495533a341edcc
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_2:f4885cfc9013e45cc63a970b9427b06b2c074e28,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,2,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Streptophyta;Pinopsida;Cupressalesg;Cupressaceae;Cryptomeria;Cryptomeria,no match,no match,no match,ASV_2:f4885cfc9013e45cc63a970b9427b06b2c074e28
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_23:97c9412e0c45447ba0c051d0686591f6dbd73e84,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,3,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Cnidaria;Anthozoa;Scleractiniag;Caryophylliidae;Solenosmilia;Solenosmilia,no match,no match,no match,ASV_23:97c9412e0c45447ba0c051d0686591f6dbd73e84
ARMS_Eilat_NR1_20181017_20200204_MF100_r1:ASV_56:8fc29e720bcb1d560df85e17206c2ea778ebeba2,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Eilat_NR1_20181017_20200204,ARMS_Eilat_NR1_20181017_20200204_MF100_r1,2018-10-17/2020-02-04,6,DNA sequence reads,838,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127629,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2,Gulf of Aqaba (http://marineregions.org/mrgid/4263),29.50555,34.920278,IL,Eilat_NR1,10.0,10.0,Long-Term Ecological Research Site; LHI (Low human influence); 9.8 - Coral Reef,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Chordata;Aves;Galliformesg;Phasianidae;Haematortyx;Haematortyx,no match,no match,no match,ASV_56:8fc29e720bcb1d560df85e17206c2ea778ebeba2
